index,category,filename,title,content,num_sentences,num_words,avg_word_length,avg_sentence_length,common_words,common_phrases
317,business,318.txt,Mystery surrounds new Yukos owner," The fate of Russia's Yuganskneftegas - the oil firm sold to a little-known buyer on Sunday - is the subject of frantic speculation in Moscow.  Baikal Finance Group emerged as the auction winner, agreeing to pay 260.75bn roubles (£4.8bn; $9.4bn). Russia's newspapers claimed that Baikal was a front for gas monopoly Gazprom, which had been expected to win. The sale has destroyed Yukos, once the owner of Yuganskneftegas, said founder Mikhail Khodorkovsky. ""Yuganskneftegas has been sold in the best traditions of the 90s. The authorities have made themselves a wonderful Christmas present - Russia's most efficient oil company has been destroyed,"" the Interfax news agency quoted Mr Khodorkovsky as saying via his lawyers.  Gazprom had been expected to win the auction but is thought to have failed to get finance for the deal after a US court injunction barred it from taking part. Last week, Yukos filed for Chapter 11 bankruptcy protection in the US in a last-ditch attempt to hang on to Yuganskneftegas, which accounts for 60% of its output. A US judge banned Gazprom from taking part in the auction and barred international banks from providing the firm with cash. ""They screwed up the financing,"" said Ronald Smith, an analyst at Renaissance Capital in Moscow. ""And Gazprom doesn't have this sort of money lying around.""  Gazprom has denied that it is behind the purchase. ""It is a front for somebody but not necessarily for Gazprom,"" said Oleg Maximov, an analyst at Troika Dialog in Moscow. ""We don't know if this company is linked 100% to Gazprom.  ""We tried to find it, but we couldn't and as far as I know, the papers had the same result."" The sale has however bought time for Gazprom to raise the money needed for the purchase, analysts said. One scenario is that Baikal will not pay when it is supposed to in two weeks time, putting Yuganskneftegas back in the hands of bailiffs and back within the reach of Gazprom. Yukos is not planning on letting go of its unit without a fight and has threatened legal action against any buyer. Menatep, Yukos main shareholders' group, has also threatened legal action. Yukos claims that it is being punished for the political ambitions of its founder, Mikhail Khodorkovsky, who is now in jail facing separate fraud charges. It has been hit with more than $27bn in taxes and fines and many observers now say that the break up of the firm that accounts for 20% of Russia's oil output is inevitable. ",24,415,4.698795180722891,17.291666666666668,"['gazprom', 'yuganskneftegas', 'yukos', 'russias', 'said', 'oil', 'firm', 'moscow', 'baikal', 'auction']","['gazprom expected', 'expected win', 'founder mikhail', 'mikhail khodorkovsky', 'taking part']"
2111,tech,288.txt,Big war games battle it out," The arrival of new titles in the popular Medal Of Honor and Call of Duty franchises leaves fans of wartime battle titles spoilt for choice.  The acclaimed PC title Call of Duty has been updated for console formats, building on many of the original's elements. For its part, the long-running Medal of Honor series has added Pacific Assault to its PC catalogue, adapting the console game Rising Sun. Call of Duty: Finest Hour casts you as a succession of allied soldiers fighting on World War 2 battlefronts including Russia and North Africa. It is a traditional first-person-viewed game that lets you control just one character, in the midst of a unit where cohorts constantly bark orders at you. On a near-identical note, Medal of Honor: Pacific Assault does all it can to make you feel part of a tight-knit team and plum in the middle of all-out action. Its arenas are the war's Pacific battles, including Guadalcanal and Pearl Harbour. You play one character throughout, a raw and rather talkative US soldier.  Both games rely on a carefully stage-managed structure that keeps things ticking along. When this works, it is a brilliant device to make you feel part of a story. When it does not, it is tedious.  A winning moment is an early scene in Pacific Assault, where you come under attack at the famous US base in Hawaii. You are first ushered into a gunboat attacking the incoming waves of Japanese planes, then made to descend into a sinking battleship to rescue crewman, before seizing the anti-aircraft guns. It is one of the finest set-pieces ever seen in a video game. This notion of shuffling the player along a studiously pre-determined path, forcibly witnessing a series of pre-set moments of action, is a perilous business which can make the whole affair feel stilted rather than organic. The genius of something like Half Life 2 is that it skilfully disguises its linear plotting by various means of misdirection. This pair of games do not really accomplish that, being more concerned with imparting a full-on atmospheric experience.  Call of Duty comes with a suitably bombastic score and overblown presentation. Finest Hour has a similar determination, framing everything in moody wartime music, archive footage and lots of reflective voice-overs.  Letting you play a number of different roles is an interesting ploy that adds new dimensions to the Call of Duty endeavour, even if it sacrifices the narrative flow somewhat. The game's drawback could be said to be its format; tastes differ, but these wartime shooters often do seem to work better on PC. The mouse control is a big reason why, along with the sharper graphics a top-end computer can muster and the apparent notion that PC games are allowed to get away with a bit more subtlety. Call of Duty on PC was more detailed, plot-wise and graphically, and this new adaptation feels a little rough and ready. Targeting with the PS2 controller proved tricky, not helped by unconvincing collision-detection. You can shoot an enemy repeatedly with zero question as to your aim, yet the bullets will just refuse to hit him. Checkpoints are so few and far between that when you get shot, which happens regularly, you are set harshly far back, and will find yourself covering vast tracts of scorched earth again and again. The game wants to be a challenge, and is, and many players will like it for that. It is as dynamic a battlefield simulator as you will experience and even if it is not as refined as its PC parent, the sense of being part of the action is thoroughly impressive.  Both of these games feature military colleagues who are disturbingly bad shots and prone to odd behaviour. And in Pacific Assault in particular, their commands and comments are irritatingly meaningless.  But the teamwork element in titles like this is superficial, designed to add atmosphere and camaraderie rather than affect the gameplay mechanics at all. Of the two games, Pacific Assault gets more things right, including little points like auto-saving intelligently and having tidier presentation. It engages you very well and also looks wonderful, making the most of the lush tropical settings that are reminiscent of the glorious Far Cry, although we had to ramp up the settings on a high-spec machine to get the most out of them. Finest Hour is by no means bad, and it is only because the PC original was so dazzling that this version sometimes feels underwhelming. Those looking for a wartime game with plenty of atmosphere and a hearty abundance of enemies to shoot will be contented. But they will also have a niggling puzzlement as to why it does not break a little more ground rather then just being competent. ",36,794,4.758186397984887,22.055555555555557,"['pc', 'call', 'duty', 'pacific', 'games', 'assault', 'game', 'wartime', 'part', 'finest']","['call duty', 'pacific assault', 'medal honor', 'finest hour', 'one character']"
1773,sport,461.txt,Rusedski angry over supplements," Greg Rusedski has criticised the governing body of men's tennis for not releasing contamination-free supplements in time for the new season.  Rusedski said: ""I tried to order some but didn't receive any and I haven't got any yet. ""You would think they would have been available in December as it can take two months for the body to respond. ""This event comes in the hottest period of the year, so you would hope the stuff would be available for it."" The British number two escaped a possible ban last year when he persuaded a tribunal that a positive doping test was the result of contaminated ATP supplements. In response, the ATP struck a deal with pharmaceutical company GlaxoSmithKline to provide contamination-free drinks and nutritional bars for the men's tour.  David Higdon, Vice President of the ATP, admitted: ""I agree with Greg. ""I would have loved to have had these things available as soon as possible but it's a lot of work to make sure they have gone through rigorous testing. ""The reality is though that the first two weeks of the tour are spread far and wide and part of the distribution agreement we had with GSK has an education component. ""We weren't going to just drop these products out there without having a talk with the players about understanding how to use them.  ""The first chance we will get to do that is at the players meeting on the Saturday before the Australian Open."" And Rusedski, who takes on Roger Federer at the Qatar Open later on Wednesday, conceded that the imminent changes will be beneficial. ""The good thing is that there is now a 100% guarantee, so hopefully all this will never happen again,"" said Rusedski. ""Hopefully after the Australian Open we won't have to discuss this any more."" ",15,301,4.591362126245847,20.066666666666666,"['would', 'rusedski', 'available', 'two', 'atp', 'open', 'greg', 'body', 'mens', 'contaminationfree']","['would available', 'australian open', 'greg rusedski', 'rusedski criticised', 'criticised governing']"
1818,sport,506.txt,Rusedski forced out in Marseille," Greg Rusedski was forced to withdraw from the Open 13 in Marseille on Thursday with a rib injury.  The British number two had been scheduled to play qualifier Sebastien de Chaunac, who beat world number five Guillermo Coria 6-4 7-5 in round one. But Rusedski was unable to take to the court because of a problem with the left-hand side of his rib-cage. American Taylor Dent caused a shock with a 7-6 6-2 victory over second seed David Nalbandian. But third seed Joachim Johansson made it through after beating Frenchman Gilles Simon 7-6 6-3 while in the first match of the day, sixth seed Feliciano Lopez defeated Ivo Karlovic. There were also wins for Slovakia's Karol Beck and Croatian duo Ivan Ljubicic and Mario Ancic. ",6,125,4.64,20.833333333333332,"['seed', 'rusedski', 'number', '76', 'greg', 'forced', 'withdraw', 'open', '13', 'marseille']","['greg rusedski', 'rusedski forced', 'forced withdraw', 'withdraw open', 'open 13']"
832,entertainment,323.txt,Vera Drake leads UK Oscar hopes," Mike Leigh's film Vera Drake will lead British hopes at this year's Academy Awards after getting three nominations.  Imelda Staunton was nominated for best actress for her role in the abortion drama, while Leigh received nods for best director and original screenplay. Kate Winslet was also nominated in the best actress category for her role in Eternal Sunshine of the Spotless Mind. And Clive Owen and Sophie Okonedo both got nominated for supporting roles in Closer and Hotel Rwanda respectively. Owen has already been made bookmakers' favourite for best supporting actor for the role in Closer that has already clinched him a Golden Globe award.  And it is the first nomination for actress Okonedo, chosen for her performance in Hotel Rwanda, about the 1994 Rwandan genocide. It is also a debut nomination for Staunton, 49, who told BBC News 24 she had not thought the film would appeal to Academy voters. ""It was an extraordinary time making the film and I can't believe what has happened this morning,"" she said. ""I hope it just shows Mike up to be the extraordinary filmmaker he is. ""We are also dealing with a very difficult subject matter and it is amazing to have it accepted in this way."" Leigh, who had previously received three Oscar nominations for Secrets and Lies and Topsy Turvy, told BBC News 24 the latest success was ""amazing"". He said: ""We hoped that Imelda Staunton would get a nomination but I never expected to get director and screenplay. It's just absolutely wonderful.  ""I think people are aware that it's about life - and I hope it is the warmth and compassion that really talks to people."" Winslet said she was ""ecstatic"" about the fourth nomination of her career. ""Being nominated means so much to me. To be nominated for a film that was released a while ago, I feel so honoured and overwhelmed,"" she said. John Woodward, chief executive of the UK Film Council, said it was ""extremely heartening"" to see British filmmaking talent recognised on the global stage. ""Britain has a hugely talented industry and these nominations show why National Lottery investment in film pays major dividends for our culture and economy."" Among a total of 24 British nominees, composer Andrew Lloyd Webber and lyricist Charles Hart are up for best original song for Learn To Be Lonely, from The Phantom of the Opera movie.  Cinematographer John Mathieson, who was nominated for Gladiator in 2001, is also up for The Phantom of the Opera. And Finding Neverland has garnered two more nominations for Brits. Gemma Jackson, who has also worked on Bridget Jones's Diary and Iris, is up for art direction while costume designer Alexandra Byrne, whose previous films have included Captain Corelli's Mandolin and Elizabeth, is in the running. The UK has two contenders in the best live action short film category. Wasp was made by ex-children's TV presenter Andrea Arnold while Little Terrorist is the work of Ashvin Kumar. This year's awards will be handed out in Hollywood on 27 February. ",26,504,4.777777777777778,19.384615384615383,"['film', 'nominated', 'best', 'also', 'said', 'nominations', 'nomination', 'british', 'staunton', 'actress']","['imelda staunton', 'nominated best', 'best actress', 'hotel rwanda', 'told bbc']"
363,business,364.txt,Durex maker SSL awaits firm bid," UK condom maker SSL International has refused to comment on reports it may be subject to a takeover early in 2005.  A Financial Times report said business intelligence firm GPW was understood to be starting due diligence work on SSL International, for a corporate client. An spokesman for SSL, which makes the famous Durex brand of condom, would not to comment on ""market speculation"". However the news sent shares in SSL, which also makes Scholl footwear, up more than 6%, or 16.75 pence to 293.5p.  The FT said most the high-profile firm that might woo SSL was Anglo-Dutch household products group Reckitt Benckiser. Eighteen months ago Reckitt Benckiser was at the centre of a rumoured takeover bid for SSL - but that came to nothing. Other firms that have been seen as would-be suitors include Kimberly-Clark, Johnson & Johnson, and private equity investors. Analysts have seen SSL as a takeover target for years. It sold off its surgical gloves and antiseptics businesses for £173m to a management team in May. SSL was formed by a three-way merger between Seton Healthcare, footwear specialists Scholl and condom-maker London International Group. Its other brands include Syndol analgesic, Meltus cough medicine, Sauber compression hosiery and deodorant products, and Mister Baby. ",13,204,5.102941176470588,15.692307692307692,"['ssl', 'international', 'takeover', 'condom', 'comment', 'may', 'said', 'firm', 'makes', 'scholl']","['ssl international', 'reckitt benckiser', 'uk condom', 'condom maker', 'maker ssl']"
1614,sport,302.txt,Italy 17-28 Ireland," Two moments of magic from Brian O'Driscoll guided Ireland to a workmanlike victory against Italy.  A pair of classic outside breaks from the Ireland captain set up tries for Geordan Murphy and Peter Stringer. Italy led 9-8 early in the second half but Stringer's try gave Ireland a lead they never lost. The hosts cut the gap to 18-12 with 10 minutes left and nearly scored through Ludovico Nitoglia, but Denis Hickie's try ensured an Irish victory. Italy came flying out of the blocks and took the lead through a Luciano Orquera penalty after seven minutes.  It could have been better for the hosts but the fly-half missed two kickable penalties and Ireland drew level with a Ronan O'Gara penalty midway through the first half. The Italians were driving at the heart of the Irish defence and, for the first quarter, the Irish pack struggled to secure any ball for their talented backs.  When they finally did, just before the half-hour mark, O'Driscoll promptly created a sparkling try for Murphy. The Ireland captain ran a dummy scissors and made a magical outside break before drawing the full-back and putting the diving Murphy in at the corner. O'Gara missed the twice-taken conversion and the visitors found themselves trailing once again. Roland de Marigny took over the kicking duties for Italy from the hapless Orquera, and he landed a penalty either side of the break to edge Italy into a 9-8 lead.  The only Ireland player offering a real threat was O'Driscoll, and it was his break that set up the second try for the visitors. Shane Horgan threw an overhead pass as he was about to be forced into touch and Stringer scooted over, with O'Gara landing the tricky conversion. A penalty apiece saw Ireland leading 18-12 as the game entered the final quarter, but they were lucky to survive when Italy launched a series of attacks. Winger Nitoglia dropped the ball as he reached for the line and Italy nearly rumbled over from a driving maul.  An O'Gara penalty put Ireland more than a converted try ahead and they made the game safe when Hickie latched onto an inside pass from Murphy and crossed for a converted try. O'Driscoll limped off late on, joining centre partner Gordon D'Arcy on the sidelines, and the final word went to Italy. Prop Martin Castrogiovanni powered over for a try which was fitting reward for an Italian pack which had kept the Irish under pressure throughout.  De Marigny; Mi Bergamasco, Canale, Masi, Nitoglia; Orquera, Troncon; Lo Cicero, Ongaro, Castrogiovanni; Dellape, Bortolami; Persico, Ma Bergamasco, Parisse.  Perugini, Intoppa, Del Fava, Dal Maso, Griffen, Pozzebon, Robertson.  Murphy, Horgan, O'Driscoll, D'Arcy, Hickie, O'Gara, Stringer, Corrigan, Byrne, Hayes, O'Kelly, O'Connell, S Easterby, Leamy, Foley.  Sheahan, Horan, O'Callaghan, Miller, G Easterby, Humphreys, Dempsey.  P O'Brien (New Zealand) ",23,468,4.85042735042735,20.347826086956523,"['ireland', 'italy', 'try', 'odriscoll', 'murphy', 'penalty', 'ogara', 'irish', 'stringer', 'lead']","['victory italy', 'ireland captain', 'ogara penalty', 'de marigny', 'converted try']"
1558,sport,246.txt,Chelsea hold Arsenal," A gripping game between Arsenal and Chelsea ended with the honours finishing even at Highbury.  Thierry Henry produced a sublime strike to put Arsenal ahead but John Terry levelled with a powerful header. Henry's quickly-taken free-kick put Arsenal back in front but Eidur Gudjohnsen equalised with a header from William Gallas' knockback. Henry missed a golden chance when he blazed a shot high late on and Arsenal also had a penalty appeal rejected. Henry's opener had given Arsenal the perfect start and set up an enthralling affair. The French striker headed a long Cesc Faregas ball back to Jose Antonio Reyes from the edge of the Chelsea area and immediately saw it headed back into his path from the Spaniard. And, with his back to goal, Henry finished with aplomb when he took one touch, turned and struck an angled strike past the despairing dive of keeper Petr Cech. Henry epitomised a determination about the Arsenal side but Chelsea appeared unruffled and equalised after 16 minutes.  Gunners keeper Manuel Almunia, who got the nod ahead of Jens Lehmann, did well to save a well-struck Frank Lampard shot. But he could not keep out Terry's powered header from the resultant corner as Arsenal's weakness at set-pieces was again exposed. Almost immediately, Henry went close and Chelsea gathered the loose ball before going straight up the other end where Gudjohnsen fluffed an effort. Gudjohnsen did not make the same error minutes later when he struck a sweet shot only for Almunia to be equal to the task and save. The homes side regained the lead in controversial fashion when Robert Pires won a dubious free-kick. And, given the option to take the 25-yard set-piece quickly, Henry curled in a shot with Cech still organising his wall.  This time Arsenal did not allow Chelsea to level so soon as they went into the break ahead. Chelsea brought striker Didier Drogba on to partner Gudjohnsen up front after the interval and the move reaped immediate reward. Lampard swung in a cross which Gallas knocked back across goal and a deft header from Gudjohnsen levelled matters again. Chelsea's main threat was coming from crosses and Lampard missed a great opportunity as he headed wide when left unmarked at the far post. The second half failed to live up to the thrilling pace of the opening period but there were flashes of brilliance. One of them came from the enigmatic Robben when he jinked his way through two Arsenal defenders only to see his poked shot saved by Almunia.  Arsenal ended the match the stronger and worked a excellent chance for Henry who put a left-foot shot high from eight yards. Subtitute Robin van Persie could also have nicked a win for the Highbury outfit but frustratingly sidefooted just wide. Matthieu Flamini had a late penal appeal waved away before the final whistle which maintained Chelsea five-point Premiership lead over Arsenal.  Almunia, Lauren, Toure, Campbell, Cole, Pires, Flamini, Fabregas, Reyes (Clichy 82), Bergkamp (Van Persie 82), Henry. Subs Not Used: Senderos, Hoyte, Lehmann.  Cole.  Henry 2, 29.  Cech, Paulo Ferreira, Ricardo Carvalho (Drogba 45), Terry, Gallas, Duff, Tiago (Bridge 45), Makelele, Lampard, Robben, Gudjohnsen (Parker 77). Subs Not Used: Kezman, Cudicini.  Robben, Drogba, Lampard.  Terry 17, Gudjohnsen 46.  38,153  G Poll (Hertfordshire). ",32,546,4.884615384615385,17.0625,"['arsenal', 'henry', 'chelsea', 'gudjohnsen', 'shot', 'back', 'lampard', 'header', 'almunia', 'put']","['put arsenal', 'shot high', 'van persie', 'subs used', 'gripping game']"
237,business,238.txt,Firms pump billions into pensions," Employers have spent billions of pounds propping up their final salary pensions over the past year, research suggests.  A survey of 280 schemes by Incomes Data Services' (IDS) said employer contributions had increased from £5.5bn to £8.2bn a year, a rise of 49.7%. Companies facing the biggest deficits had raised their pension contributions by 100% or more, IDS said. Many firms are struggling to keep this type of scheme open, because of rising costs and increased liabilities. A final salary scheme, also known as a defined benefit scheme, promises to pay a pension related to the salary the scheme member is earning when they retire.  The rising cost of maintaining such schemes has led many employers to replace final salary schemes with money purchase, or defined contribution, schemes. These are less risky for employers. Under money purchase schemes, employees pay into a pension fund which is used to buy an annuity - a policy which pays out an income until death - on retirement.  IDS said there were some schemes in good health.  But, in many cases, firms had been forced to top up funds to tackle ""yawning deficits"". The level of contributions paid by employers has increased gradually since the late 1990s. In 1998/99, for example, contributions rose by 4.7% and in 2002/03 by 8.6%. In contrast, between 1996 and 1998, some employers cut their contribution levels. Helen Sudell, editor of the IDS Pensions Service, said the rise in contributions was ""staggering"" and the highest ever recorded by IDS. ""We have warned before that the widespread closure of final salary schemes to new entrants is just the beginning of a much bigger movement away from paternalistic provision,"" said Ms Sudell. ""With figures like this there can be little doubt that many employers will have to reduce future benefits at some point for those staff still in these schemes."" ",22,307,4.863192182410423,13.954545454545455,"['schemes', 'employers', 'salary', 'ids', 'said', 'contributions', 'final', 'many', 'scheme', 'increased']","['final salary', 'ids said', 'salary scheme', 'pay pension', 'many employers']"
918,politics,023.txt,E-University 'disgraceful waste'," A failed government scheme to offer UK university courses online has been branded a ""disgraceful waste"" by MPs.  The e-University was scrapped last year, having attracted only 900 students at a cost of £50m. Chief executive John Beaumont was paid a bonus of £44,914, despite a failure to bring in private sector backers. The Commons education select committee called this ""morally indefensible"" but the government said the e-University project had ""improved understanding"".  A Department for Education and Skills spokeswoman said the venture had been ""ambitious and ground-breaking, but take-up had not been ""sufficient to continue with the project"". She added: ""UK e-Universities was not the only organisation to have lost out on private sector investment in the collapse of the dotcom boom."" The select committee found that those responsible for founding the e-University in 2000 had been caught up in the ""general atmosphere of enthusiasm"" surrounding the internet. Initial business plans forecast a quarter of a million students joining within a decade, bringing in at least £110m in profit.  But virtually no market research was carried out and just £4.2m was spent on worldwide sales and marketing of courses. Some £14m went on developing the technology to make the e-University work. This was used by just 200 students, the rest preferring to work through existing university websites. With no significant private investors and no direct accountability to a government minister, the e-University had had ""too much freedom to spend public money as it wished"", the report found. Committee chairman Barry Sheerman said: ""UK e-University was a terrible waste of public money. ""The senior executives failed to interest any private investors and showed an extraordinary over-confidence in their ability to attract students to the scheme."" The report warns that the government should not be scared off investment in innovative but potentially risky schemes by the failure of the e-University, but ""should learn the lessons from this disaster"". ",16,316,5.2594936708860756,19.75,"['euniversity', 'government', 'students', 'private', 'uk', 'committee', 'said', 'failed', 'scheme', 'university']","['private sector', 'select committee', 'private investors', 'public money', 'failed government']"
2072,tech,249.txt,"Gamer buys $26,500 virtual land"," A 22-year-old gamer has spent $26,500 (£13,700) on an island that exists only in a computer role-playing game (RPG).  The Australian gamer, known only by his gaming moniker Deathifier, bought the island in an online auction. The land exists within the game Project Entropia, an RPG which allows thousands of players to interact with each other. Entropia allows gamers to buy and sell virtual items using real cash, while fans of other titles often use auction site eBay to sell their virtual wares. Earlier this year economists calculated that these massively multi-player online role-playing games (MMORPGs) have a gross economic impact equivalent to the GDP of the African nation of Namibia.  ""This is a historic moment in gaming history, and this sale only goes to prove that massive multi-player online gaming has reached a new plateau,"" said Marco Behrmann, director of community relations at Mindark, the game's developer.  The virtual island includes a gigantic abandoned castle and beautiful beaches which are described as ripe for developing beachfront property. Deathifier will make money from his investment as he is able to tax other gamers who come to his virtual land to hunt or mine for gold. He has also begun to sell plots to people who wish to build virtual homes. ""This type of investment will definitely become a trend in online gaming,"" said Deathifier. The Entopia economy lets gamers exchange real currency into PED (Project Entropia Dollars) and back again into real money. Ten PEDs are the equivalent to one US dollar and typical items sold include iron ingots ($5) and shogun armour ($1.70) Gamers can theoretically earn money by accumulating PEDs through the acquisition of goods, buildings, and land in the Entropia universe. MMORPGs have become enormously popular in the last 10 years with hundreds of thousands of gamers living out alternate lives in fantasy worlds. Almost 200,000 people are registered players on Project Entropia. ",15,316,5.025316455696203,21.066666666666666,"['entropia', 'gamers', 'virtual', 'gaming', 'online', 'island', 'deathifier', 'land', 'project', 'sell']","['project entropia', 'sell virtual', 'multiplayer online', 'online gaming', '22yearold gamer']"
650,entertainment,141.txt,Police praise 'courageous' Ozzy," Rock star Ozzy Osbourne has been praised by police for ""very courageously"" tackling a burglar who stole jewellery from his house.  The singer grabbed an intruder who then jumped 30ft (10m) from a first floor window as the star gave chase at his Buckinghamshire home on Monday. ""I acted on impulse,"" Osbourne said. ""In hindsight, it could have been a lot worse. It could've got really ugly."" A £100,000 reward has been offered for information leading to a conviction. His wife Sharon, who called the police, said her wedding rings were taken from her bedside table as she slept.  The heavy metal star said he could have met the same fate as late Beatle George Harrison, who was repeatedly stabbed in a break-in in 1999. ""I could have been badly injured or shot or anything,"" Osbourne said. ""I just thank God that no-one got injured."" He added he was glad the intruders were not hurt. ""I wouldn't want anyone to get injured."" The singer did not want to talk in detail about his actions but when asked whether he would do the same again replied: ""Is the Pope a Catholic?"" The incident happened at 0400 GMT on Monday in Chalfont St Peter. Detective Inspector Paul Miller of Thames Valley Police said it appeared a man used a ladder to get into the house through a first floor bedroom window. ""Whilst selecting items of jewellery, the burglar was disturbed by Ozzy who very courageously tackled this burglar and pursued him from the house,"" he said. Ozzy said he was ""just coming to grips"" with what had happened and his opinion of the UK had been lowered after 12 relatively trouble-free years in the US.  ""We lived in Los Angeles where people get shot every day and have been trailed by lots of different stalkers - and yet we come back to England and I'm very disappointed."" At a press conference on Tuesday, Sharon Osbourne gave details of nine stolen items. They included a diamond wedding ring and two handmade wedding bands Ozzy gave her when they renewed their vows two years ago. She said she wished she had worn them at night. ""I always take them off and put them beside my bed and that's where they were, right beside me on my bedside table."" Also taken were a pearl necklace and a sapphire bought as an investment for their daughters described by Sharon as ""one of the only 24-carat sapphires that is absolutely pure"".  A daisy chain necklace that was a 20th anniversary present and a Franck Muller watch Sharon said was one of only 10 made were also stolen. She expressed her anger at the person who ""hasn't worked and wants to take what's yours"". ""But the thing is, we worked for everything. I came from Brixton. Ozzy came from not a very nice part of Birmingham and everything we've got we have worked our arses off for."" ""If I choose to make an investment for my kids in whatever way I choose to make it, that's my business and I worked for every God damn penny."" Ozzy also lamented two years in which the family has been plagued by problems, including his critical injury in a quad bike accident, his wife's colon cancer, their childrens' drug problems and now the burglary.  On Sunday night, the Osbournes had been celebrating the birthday of singer Sir Elton John's partner David Furnish. Police described the intruder as well-built, about 5' 10"" tall and said he was wearing a ski-mask, a light-coloured jacket and trainers. They believe he may have injured himself when he jumped from the window. There is no description of his accomplice. Police think the pair were driving a large vehicle, possibly a van, and are keen to hear from anyone who may have seen one leaving Chalfont St Peter at speed. Police appealed for public help to find the perpetrators and stolen items on 0845 8 505 505 or 0800 555 111. ",36,663,4.4389140271493215,18.416666666666668,"['said', 'ozzy', 'police', 'osbourne', 'sharon', 'injured', 'worked', 'star', 'burglar', 'house']","['first floor', 'osbourne said', 'police said', 'bedside table', 'chalfont st']"
916,politics,021.txt,Blair backs 'pre-election budget'," Tony Blair has backed Chancellor Gordon Brown's pre-Budget report amid opposition claims he was too bullish about the state of the UK economy.  In a speech in Edinburgh, the prime minister said Thursday's report reinforced stability and opportunity. And that would be central to Labour's next election campaign, planning for which was already well advanced. Mr Brown earlier denied his economic forecasts were too optimistic - but refused to rule out future tax rises.  He told BBC Radio 4's Today programme: ""No politician should make the mistake that John Major and his colleagues made in 1992 of saying no matter what the circumstances are, they can make all sorts of guarantees on every individual thing.  ""That is not what politicians should do, it would not be responsible to do."" Mr Brown insisted his spending plans were ""affordable"" and he could afford to be optimistic because Britain was now a stable, low-inflation economy and house prices were now stabilising. Mr Blair praised his chancellor for his role in creating economic stability, which he said was the ""cornerstone"" of Labour's programme.  In a speech at Edinburgh's Napier University, he said Labour would publish over the next few months ""a rich agenda for future policy in any possible third term"".  ""In every area of work there is a detailed plan for the future, much clearer than those in 1997 or 2001. All of it fits together around common themes of opportunity, security and stability for all,"" Mr Blair said. In his pre-Budget report, Mr Brown surprised some City experts by forecasting UK growth at between 3% and 3.5% for next year. Many believe the figure is more likely to be under 3% - and fear tax rises or spending cuts, saying tax receipts have been overestimated. Carl Emmerson, from the Institute for Fiscal Studies, told BBC News: ""He thinks everything will come out in the wash and it will, in fact, be OK. We're not so sure."" David Page, of Investec Securities, said: ""His forecast that he will meet the golden rule with a margin of £8bn is way too optimistic. ""It's going to take a significant turnaround in the economy to meet these targets.""  Conservative Shadow chancellor Oliver Letwin said: ""I can't find a single economic forecaster from the IMF to the Institute of Fiscal Studies who believes anything other than the chancellor has got a black hole in his finances. ""In order to deal with that he will have to raise taxes after the next general election."" Mr Letwin accused the chancellor of using ""fancy statistics"" to hide public service failures. Vincent Cable, for the Liberal Democrats, called on Mr Brown to open up the government's books to the National Audit Office, to see if he had met his ""golden rule"". ""It is very clear that there are some serious loose ends in government public spending,"" Mr Cable told MPs. ",23,477,4.70649895178197,20.73913043478261,"['mr', 'said', 'chancellor', 'next', 'brown', 'blair', 'report', 'economy', 'stability', 'would']","['mr brown', 'prebudget report', 'tax rises', 'told bbc', 'mr blair']"
450,business,451.txt,Winemaker rejects Foster's offer," Australian winemaker Southcorp has rejected a takeover offer worth 3.1bn Australian dollars ($2.3bn; £1.8bn) from brewing giant Foster's Group.  Southcorp, whose brands include Penfolds, Rosemount and Lindemans, dismissed the offer as inadequate. The two companies held four days of talks after Foster's bought an 18.8% stake in Southcorp on 13 January. A merger would create a global player with worldwide annual sales of 39m cases and revenues of A$2.6bn.  Southcorp said Foster's A$4.17-a-share takeover proposal offered a ""excellent strategic fit"" but undervalued the company. ""Southcorp's board has informed Foster's that it is not prepared to recommend the offer as it does not adequately reflect the strategic value of the company,"" said Southcorp chairman Brian Finn.  Southcorp said Foster's takeover offer was ""opportunistic"". However, it said that the offer may represent an 'opening bid', opening up the possibility of Foster's returning with an improved offer.  Foster's said a combination of the two companies would create a global player with an ""unrivalled"" collection of premium wine brands. Despite being best known for brewing Foster's Lager, Foster's is already one of Australia's largest wine producers, owning the Beringer and Wolf Blass brands among others. ""The combination of Foster's and Southcorp will transform the global wine industry and significantly enhance Australia's competitive position on the global stage,"" said Trevor O'Hoy, Foster's chief executive officer. Foster's spent A$584m on buying an 18.8% stake in Southcorp from the Oatley family, which founded the Rosemount Estates business and later merged it into Southcorp. Shares in both companies were suspended while the two held talks about a deal. Southcorp's shares rose 12% to A$4.76 on news of the offer but Foster's shares fell 3.7% to A$5.44. ",24,278,5.320143884892087,11.583333333333334,"['fosters', 'southcorp', 'offer', 'said', 'global', 'takeover', 'brands', 'two', 'companies', 'wine']","['takeover offer', 'two companies', '188 stake', 'stake southcorp', 'would create']"
